{17/06/22 14:57:32}{E1_TEFPAY_PASSIVO}{Debug} 		 Diretórios já existentes
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 senhaHabilitada: false
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 Caminho para ler as configs: e1_bridge_configs.json
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 Bytes lidos: 165
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 Arquivo de configuracao lido com sucesso
{24/06/22 15:08:59}{E1_Bridge}{Info} 		 Parâmetro(s), 192.168.15.31, 3000, 3001
{24/06/22 15:08:59}{E1_Bridge}{Info} 		 Parâmetro(s), -1
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 {"e1_bridge_code":-1205,"e1_bridge_msg":"Timeout informado não está entre 1 e 10 minutos"}
{24/06/22 15:08:59}{E1_Bridge}{Info} 		 Parâmetro(s), false
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 ipTerminal: 192.168.15.31
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 portaTransacao: 3000
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 portaStatus: 3001
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 timeoutResposta: 180000
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 timeoutSocket: 4000
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 senha: 
{24/06/22 15:08:59}{E1_Bridge}{Debug} 		 senhaHabilitada: false
{24/06/22 15:08:59}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] API carregada com sucesso
{24/06/22 15:08:59}{E1_TEFPAY_PASSIVO}{Debug} 		 log:  1
{24/06/22 15:08:59}{E1_TEFPAY_PASSIVO}{Debug} 		 Diretórios já existentes
{24/06/22 15:08:59}{E1_TEFPAY_PASSIVO}{Info} 		 [MonitoraDiretorio] Produto TEF configurado:  1
{24/06/22 15:09:00}{E1_TEFPAY_PASSIVO}{Debug} 		 [MonitoraDiretorio] Monitoramento iniciando em:  "C:/Cliente/Req"
{24/06/22 15:09:28}{E1_TEFPAY_PASSIVO}{Debug} 		 [MonitoraDiretorio] Dados do arquivo lido:  "000-000 = CRT\n001-000 = 1\n002-000 = 123456\n003-000 = 400\n004-000 = 0\n999-999 = 0"
{24/06/22 15:09:28}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] setJsonConfigs
 "{\"header\":\"CRT\",\"operacao\":0,\"parametros\":{\"documento\":\"123456\",\"identificacao\":\"1\",\"moeda\":\"0\",\"registro_final\":\"0\",\"valor\":\"400\"}}"
{24/06/22 15:09:28}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] setJsonConfigs
{24/06/22 15:09:28}{E1_TEFPAY_PASSIVO}{Info} 		 "[E1_Bridge_VO] {operacao: \"CRT\", idTransacao: 1, pdv: \"e1\", valorTotal: \"400\", tipoCartao: 0, tipoFinanciamento: 0, numParcelas: 0, nsu: \"\", dataHora: \"\"}"
{24/06/22 15:09:29}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] INICIANDO OPERACAO E1_BRIDGE
{24/06/22 15:09:29}{E1_TEFPAY_PASSIVO}{Debug} 		 [MonitoraDiretorio] Json para criação do arquivo de status:  "{\"header\":\"CRT\",\"operacao\":0,\"parametros\":{\"documento\":\"123456\",\"identificacao\":\"1\",\"moeda\":\"0\",\"registro_final\":\"0\",\"valor\":\"400\"}}"
{24/06/22 15:09:29}{E1_TEFPAY_PASSIVO}{Info} 		 [MonitoraDiretorio] Arquivo status [ "C:/Cliente/Resp/IntPos.Sts" ]:  "000-000 = CRT\r\n001-000 = 1\r\n999-999 = 0"
{24/06/22 15:09:29}{E1_TEFPAY_PASSIVO}{Info} 		 [Base_Controller] Janela travada no front
{24/06/22 15:09:29}{E1_Bridge}{Info} 		 Entrada da função, IniciaVenda
{24/06/22 15:09:29}{E1_Bridge}{Info} 		 Parâmetro(s), 1, e1, 400
{24/06/22 15:09:29}{E1_Bridge}{Debug} 		 {"operation":1,"params":{"idTransacao":1,"pdv":"e1","valorTotal":400},"password":""}
{24/06/22 15:09:33}{E1_Bridge}{Error} 		 5
{24/06/22 15:09:33}{E1_Bridge}{Error} 		 Socket operation timed out
{24/06/22 15:09:33}{E1_Bridge}{Error} 		 Resultado: -1232
{24/06/22 15:09:33}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] Status:  "[-1232] Erro ao se conectar com o serviço de status"
{24/06/22 15:09:36}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] FIM DA OPERACAO E1_BRIDGE
{24/06/22 15:09:36}{E1_TEFPAY_PASSIVO}{Info} 		 Tags para iterar:  55
{24/06/22 15:09:36}{E1_TEFPAY_PASSIVO}{Debug} 		 [MonitoraDiretorio] Formato SiTef:  "000-000 = CRT\r\n001-000 = 1\r\n009-000 = -1232\r\n030-000 = Erro ao se conectar com o serviço de status\r\n210-052 = e1\r\n375-000 = -1232\r\n375-001 = Erro ao se conectar com o serviço de status\r\n999-999 = 0"
{24/06/22 15:09:36}{E1_TEFPAY_PASSIVO}{Info} 		 [MonitoraDiretorio] Quantidade de bytes gravados no arquivo  "C:/Cliente/Resp/arquivo_tef.tmp" :  199
{24/06/22 15:09:36}{E1_TEFPAY_PASSIVO}{Info} 		 [MonitoraDiretorio] Arquivo renomeado com sucesso para  "C:/Cliente/Resp/IntPos.001"
{24/06/22 15:09:36}{E1_TEFPAY_PASSIVO}{Info} 		 [MonitoraDiretorio] FINALIZANDO OPERACAO TEF
{24/06/22 15:09:36}{E1_TEFPAY_PASSIVO}{Debug} 		 [MonitoraDiretorio] Monitoramento iniciando em:  "C:/Cliente/Req"
{24/06/22 15:11:44}{E1_TEFPAY_PASSIVO}{Debug} 		 [MonitoraDiretorio] Dados do arquivo lido:  "000-000 = CRT\n001-000 = 1\n002-000 = 123456\n003-000 = 400\n004-000 = 0\n999-999 = 0"
{24/06/22 15:11:44}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] setJsonConfigs
 "{\"header\":\"CRT\",\"operacao\":0,\"parametros\":{\"documento\":\"123456\",\"identificacao\":\"1\",\"moeda\":\"0\",\"registro_final\":\"0\",\"valor\":\"400\"}}"
{24/06/22 15:11:44}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] setJsonConfigs
{24/06/22 15:11:44}{E1_TEFPAY_PASSIVO}{Info} 		 "[E1_Bridge_VO] {operacao: \"CRT\", idTransacao: 1, pdv: \"e1\", valorTotal: \"400\", tipoCartao: 0, tipoFinanciamento: 0, numParcelas: 0, nsu: \"\", dataHora: \"\"}"
{24/06/22 15:11:45}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] INICIANDO OPERACAO E1_BRIDGE
{24/06/22 15:11:45}{E1_TEFPAY_PASSIVO}{Debug} 		 [MonitoraDiretorio] Json para criação do arquivo de status:  "{\"header\":\"CRT\",\"operacao\":0,\"parametros\":{\"documento\":\"123456\",\"identificacao\":\"1\",\"moeda\":\"0\",\"registro_final\":\"0\",\"valor\":\"400\"}}"
{24/06/22 15:11:45}{E1_TEFPAY_PASSIVO}{Info} 		 [MonitoraDiretorio] Arquivo status [ "C:/Cliente/Resp/IntPos.Sts" ]:  "000-000 = CRT\r\n001-000 = 1\r\n999-999 = 0"
{24/06/22 15:11:45}{E1_TEFPAY_PASSIVO}{Info} 		 [Base_Controller] Janela travada no front
{24/06/22 15:11:45}{E1_Bridge}{Info} 		 Entrada da função, IniciaVenda
{24/06/22 15:11:45}{E1_Bridge}{Info} 		 Parâmetro(s), 1, e1, 400
{24/06/22 15:11:45}{E1_Bridge}{Debug} 		 {"operation":1,"params":{"idTransacao":1,"pdv":"e1","valorTotal":400},"password":""}
{24/06/22 15:11:49}{E1_Bridge}{Error} 		 5
{24/06/22 15:11:49}{E1_Bridge}{Error} 		 Socket operation timed out
{24/06/22 15:11:49}{E1_Bridge}{Error} 		 Resultado: -1232
{24/06/22 15:11:49}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] Status:  "[-1232] Erro ao se conectar com o serviço de status"
{24/06/22 15:11:52}{E1_TEFPAY_PASSIVO}{Info} 		 [E1_Bridge_Controller] FIM DA OPERACAO E1_BRIDGE
{24/06/22 15:11:52}{E1_TEFPAY_PASSIVO}{Info} 		 Tags para iterar:  55
{24/06/22 15:11:52}{E1_TEFPAY_PASSIVO}{Debug} 		 [MonitoraDiretorio] Formato SiTef:  "000-000 = CRT\r\n001-000 = 1\r\n009-000 = -1232\r\n030-000 = Erro ao se conectar com o serviço de status\r\n210-052 = e1\r\n375-000 = -1232\r\n375-001 = Erro ao se conectar com o serviço de status\r\n999-999 = 0"
{24/06/22 15:11:52}{E1_TEFPAY_PASSIVO}{Info} 		 [MonitoraDiretorio] Quantidade de bytes gravados no arquivo  "C:/Cliente/Resp/arquivo_tef.tmp" :  199
{24/06/22 15:11:52}{E1_TEFPAY_PASSIVO}{Info} 		 [MonitoraDiretorio] Arquivo renomeado com sucesso para  "C:/Cliente/Resp/IntPos.001"
{24/06/22 15:11:52}{E1_TEFPAY_PASSIVO}{Info} 		 [MonitoraDiretorio] FINALIZANDO OPERACAO TEF
{24/06/22 15:11:52}{E1_TEFPAY_PASSIVO}{Debug} 		 [MonitoraDiretorio] Monitoramento iniciando em:  "C:/Cliente/Req"
